"","gene_id","gene_symbol"
"40132","ENSMUSG00000102314.1","Gm37630"
"40133","ENSMUSG00000102315.1","Ighv1-28"
"40134","ENSMUSG00000102316.1","Gm37629"
"40135","ENSMUSG00000102317.1","Gm37628"
"40136","ENSMUSG00000102318.1","Gm37627"
"40137","ENSMUSG00000102319.1","Gm37626"
"40138","ENSMUSG00000102320.1","Gm37791"
"40139","ENSMUSG00000102321.1","Gm37792"
"40140","ENSMUSG00000102322.1","4930566N20Rik"
"40141","ENSMUSG00000102323.1","Gm37790"
"40142","ENSMUSG00000102324.1","Gm19721"
"40143","ENSMUSG00000102325.1","Gm37789"
"40144","ENSMUSG00000102326.1","Gm37788"
"40145","ENSMUSG00000102327.1","Trbv12-3"
"40146","ENSMUSG00000102328.1","Gm37793"
"40147","ENSMUSG00000102329.1","Gm10851"
"40148","ENSMUSG00000102330.1","Gm37234"
"40149","ENSMUSG00000102331.1","Gm19938"
"40150","ENSMUSG00000102332.1","Gm19331"
"40151","ENSMUSG00000102333.1","Gm37235"
"40152","ENSMUSG00000102334.1","Gm18865"
"40153","ENSMUSG00000102335.5","Gm37231"
"40154","ENSMUSG00000102336.1","Gm37233"
"40155","ENSMUSG00000102337.1","Gm37232"
"40156","ENSMUSG00000102338.1","Gm37236"
"40157","ENSMUSG00000102339.1","Gm21443"
"40158","ENSMUSG00000102341.1","Gm18952"
"40159","ENSMUSG00000102342.1","Gm37380"
"40160","ENSMUSG00000102343.1","Gm37381"
"40161","ENSMUSG00000102344.1","9430053O09Rik"
"40162","ENSMUSG00000102345.1","Gm37377"
"40163","ENSMUSG00000102346.5","Gm37378"
"40164","ENSMUSG00000102347.1","Gm21469"
"40165","ENSMUSG00000102348.1","Gm10568"
"40166","ENSMUSG00000102349.1","Gm37376"
"40167","ENSMUSG00000102350.5","Gm37434"
"40168","ENSMUSG00000102352.1","Gm38346"
"40169","ENSMUSG00000102353.1","Gm38345"
"40170","ENSMUSG00000102354.1","Gm38350"
"40171","ENSMUSG00000102355.1","Gm38349"
"40172","ENSMUSG00000102356.1","1700047N06Rik"
"40173","ENSMUSG00000102357.1","Gm38348"
"40174","ENSMUSG00000102358.1","Gm21412"
"40175","ENSMUSG00000102359.1","Gm38351"
"40176","ENSMUSG00000102360.1","Gm37043"
"40177","ENSMUSG00000102362.1","4930509J09Rik"
"40178","ENSMUSG00000102363.1","Gm32999"
"40179","ENSMUSG00000102364.1","Ighv8-5"
"40180","ENSMUSG00000102365.1","Gm37045"
"40181","ENSMUSG00000102366.1","Gm37044"
"40182","ENSMUSG00000102368.1","4930590L20Rik"
"40183","ENSMUSG00000102369.1","9530022L04Rik"
"40184","ENSMUSG00000102370.1","Gm37973"
"40185","ENSMUSG00000102371.4","Olfr258-ps1"
"40186","ENSMUSG00000102372.1","A430050A11Rik"
"40187","ENSMUSG00000102373.1","9530018H14Rik"
"40188","ENSMUSG00000102374.1","Gm38387"
"40189","ENSMUSG00000102375.1","A930036K24Rik"
"40190","ENSMUSG00000102376.1","Gm37975"
"40191","ENSMUSG00000102377.1","Gm37974"
"40192","ENSMUSG00000102378.1","Gm37972"
"40193","ENSMUSG00000102379.1","Gm37971"
"40194","ENSMUSG00000102380.1","Gm38140"
"40195","ENSMUSG00000102381.1","Ighv8-7"
"40196","ENSMUSG00000102382.1","Gm38141"
"40197","ENSMUSG00000102383.1","Gm38142"
"40198","ENSMUSG00000102384.1","Gm38143"
"40199","ENSMUSG00000102385.1","Gm38144"
"40200","ENSMUSG00000102386.1","2900022M07Rik"
"40201","ENSMUSG00000102387.1","Gm38145"
"40202","ENSMUSG00000102388.5","Gm33815"
"40203","ENSMUSG00000102389.1","D630023O14Rik"
"40204","ENSMUSG00000102390.1","Gm37579"
"40205","ENSMUSG00000102391.1","Gm37578"
"40206","ENSMUSG00000102392.5","Gm37577"
"40207","ENSMUSG00000102393.1","Gm37576"
"40208","ENSMUSG00000102394.1","Gm37575"
"40209","ENSMUSG00000102396.1","Gm37574"
"40210","ENSMUSG00000102397.1","Gm37573"
"40211","ENSMUSG00000102398.1","Gm37580"
"40212","ENSMUSG00000102399.1","Gm5049"
"40213","ENSMUSG00000102400.1","Gm37865"
"40214","ENSMUSG00000102401.1","Gm37864"
"40215","ENSMUSG00000102402.1","Gm20840"
"40216","ENSMUSG00000102403.1","Gm38187"
"40217","ENSMUSG00000102404.1","5530400K19Rik"
"40218","ENSMUSG00000102405.1","Gm37863"
"40219","ENSMUSG00000102406.1","A730094K22Rik"
"40220","ENSMUSG00000102407.1","Gm37862"
"40221","ENSMUSG00000102408.1","4930568G15Rik"
"40222","ENSMUSG00000102409.1","Trbv18"
"40223","ENSMUSG00000102410.1","Gm36935"
"40224","ENSMUSG00000102411.1","Gm36936"
"40225","ENSMUSG00000102413.1","Gm36937"
"40226","ENSMUSG00000102414.1","Gm36938"
"40227","ENSMUSG00000102415.1","A430110C17Rik"
"40228","ENSMUSG00000102416.4","4933424G06Rik"
"40229","ENSMUSG00000102417.1","Gm36939"
"40230","ENSMUSG00000102418.1","Sh2d1b1"
"40231","ENSMUSG00000102419.1","Gm36940"
"40232","ENSMUSG00000102420.1","Gm37464"
"40233","ENSMUSG00000102421.1","Gm37325"
"40234","ENSMUSG00000102422.1","Iqschfp"
"40235","ENSMUSG00000102423.1","Gm37465"
"40236","ENSMUSG00000102424.2","Paupar"
"40237","ENSMUSG00000102425.1","Gm26616"
"40238","ENSMUSG00000102427.1","Gm37463"
"40239","ENSMUSG00000102428.1","Pcdhga12"
"40240","ENSMUSG00000102429.5","Gm37462"
"40241","ENSMUSG00000102430.1","Gm38051"
"40242","ENSMUSG00000102432.1","Gm29856"
"40243","ENSMUSG00000102433.1","Gm38050"
"40244","ENSMUSG00000102434.1","Gm38049"
"40245","ENSMUSG00000102436.1","Gm38047"
"40246","ENSMUSG00000102438.1","Gm17953"
"40247","ENSMUSG00000102439.4","Flg"
"40248","ENSMUSG00000102440.1","Pcdhga9"
"40249","ENSMUSG00000102441.1","Gm38032"
"40250","ENSMUSG00000102442.1","Gm37103"
"40251","ENSMUSG00000102443.1","Gm37102"
"40252","ENSMUSG00000102445.1","Gm37104"
"40253","ENSMUSG00000102446.1","Gm17965"
"40254","ENSMUSG00000102447.1","Gm6621"
"40255","ENSMUSG00000102448.1","Gm37101"
"40256","ENSMUSG00000102449.1","Gm37100"
"40257","ENSMUSG00000102450.1","Gm38343"
"40258","ENSMUSG00000102451.1","Gm37655"
"40259","ENSMUSG00000102452.1","Gm38344"
"40260","ENSMUSG00000102453.1","Ighv1-48"
"40261","ENSMUSG00000102456.1","Gm37508"
"40262","ENSMUSG00000102457.1","Gm38342"
"40263","ENSMUSG00000102458.1","Pisrt1"
"40264","ENSMUSG00000102459.1","Gm38352"
"40265","ENSMUSG00000102460.1","Gm38197"
"40266","ENSMUSG00000102461.1","Gm37166"
"40267","ENSMUSG00000102462.1","Gm5542"
"40268","ENSMUSG00000102463.1","1700003N22Rik"
"40269","ENSMUSG00000102464.2","Gm38199"
"40270","ENSMUSG00000102465.1","Gm38198"
"40271","ENSMUSG00000102466.1","Gm38200"
"40272","ENSMUSG00000102467.1","Gm37167"
"40273","ENSMUSG00000102469.1","Gm38201"
"40274","ENSMUSG00000102470.1","Gm37244"
"40275","ENSMUSG00000102471.1","Gm5100"
"40276","ENSMUSG00000102473.1","Gm37243"
"40277","ENSMUSG00000102474.1","2610012C04Rik"
"40278","ENSMUSG00000102475.1","Gm37246"
"40279","ENSMUSG00000102476.1","Gm37245"
"40280","ENSMUSG00000102478.1","BC085271"
"40281","ENSMUSG00000102479.1","Gm18551"
"40282","ENSMUSG00000102480.1","Gm37926"
"40283","ENSMUSG00000102481.1","Gm37925"
"40284","ENSMUSG00000102482.1","Gm37924"
"40285","ENSMUSG00000102483.2","Catspere1"
"40286","ENSMUSG00000102484.1","Gm37923"
"40287","ENSMUSG00000102485.1","Gm37922"
"40288","ENSMUSG00000102486.1","Gm37921"
"40289","ENSMUSG00000102487.1","Gm21871"
"40290","ENSMUSG00000102488.1","Gm37920"
"40291","ENSMUSG00000102489.1","Dnmt3a-ps1"
"40292","ENSMUSG00000102490.1","Gm36985"
"40293","ENSMUSG00000102491.1","Gm36986"
"40294","ENSMUSG00000102492.1","Gm36987"
"40295","ENSMUSG00000102493.1","Gm8010"
"40296","ENSMUSG00000102494.1","Gm36988"
"40297","ENSMUSG00000102495.1","Gm26524"
"40298","ENSMUSG00000102496.1","Gm36989"
"40299","ENSMUSG00000102497.1","Ighv13-1"
"40300","ENSMUSG00000102498.1","Gm19445"
"40301","ENSMUSG00000102499.1","Gm36984"
"40302","ENSMUSG00000102500.1","Gm37371"
"40303","ENSMUSG00000102501.1","Gm37372"
"40304","ENSMUSG00000102502.1","Ighv1-10"
"40305","ENSMUSG00000102503.1","Gm37370"
"40306","ENSMUSG00000102504.1","Gm21955"
"40307","ENSMUSG00000102505.1","1600017P15Rik"
"40308","ENSMUSG00000102506.1","Gm37369"
"40309","ENSMUSG00000102507.1","Gm21350"
"40310","ENSMUSG00000102508.1","Gm37367"
"40311","ENSMUSG00000102509.1","Gm37368"
"40312","ENSMUSG00000102510.2","Olfr1398-ps1"
"40313","ENSMUSG00000102511.1","Gm38086"
"40314","ENSMUSG00000102512.1","Ighv1-29"
"40315","ENSMUSG00000102513.1","Gm32347"
"40316","ENSMUSG00000102514.1","Gm35323"
"40317","ENSMUSG00000102515.1","Ighv12-2"
"40318","ENSMUSG00000102516.1","Gm38340"
"40319","ENSMUSG00000102517.1","Gm38085"
"40320","ENSMUSG00000102518.1","Gm38339"
"40321","ENSMUSG00000102520.5","Gm36941"
"40322","ENSMUSG00000102521.1","Gm37781"
"40323","ENSMUSG00000102522.1","Gm37782"
"40324","ENSMUSG00000102523.1","Gm37783"
"40325","ENSMUSG00000102524.1","Ighv1-2"
"40326","ENSMUSG00000102525.1","Gm37784"
"40327","ENSMUSG00000102526.1","Gm37785"
"40328","ENSMUSG00000102528.1","Ighv1-45"
"40329","ENSMUSG00000102529.1","Gm29740"
"40330","ENSMUSG00000102530.1","Gm37228"
"40331","ENSMUSG00000102531.1","1110002O04Rik"
"40332","ENSMUSG00000102532.1","Gm37227"
"40333","ENSMUSG00000102533.1","Gm37226"
"40334","ENSMUSG00000102534.1","Gm37225"
"40335","ENSMUSG00000102535.1","Ighv1-41"
"40336","ENSMUSG00000102536.1","1700039I01Rik"
"40337","ENSMUSG00000102537.1","Gm37224"
"40338","ENSMUSG00000102538.1","Gm37230"
"40339","ENSMUSG00000102539.1","Gm37229"
"40340","ENSMUSG00000102540.1","Gm38134"
"40341","ENSMUSG00000102541.1","Gm38135"
"40342","ENSMUSG00000102542.1","Gm38133"
"40343","ENSMUSG00000102543.5","Pcdhgc5"
"40344","ENSMUSG00000102544.1","Gm5103"
"40345","ENSMUSG00000102545.1","6430573P05Rik"
"40346","ENSMUSG00000102546.1","Gm9722"
"40347","ENSMUSG00000102547.1","Gm38136"
"40348","ENSMUSG00000102548.1","Gm16701"
"40349","ENSMUSG00000102549.1","Gm38137"
"40350","ENSMUSG00000102550.1","Gm8276"
"40351","ENSMUSG00000102551.1","Gm37927"
"40352","ENSMUSG00000102552.1","Gm21763"
"40353","ENSMUSG00000102553.1","D930036K23Rik"
"40354","ENSMUSG00000102554.1","Gm37568"
"40355","ENSMUSG00000102555.1","6430511E19Rik"
"40356","ENSMUSG00000102556.1","Gm37569"
"40357","ENSMUSG00000102558.1","Gm37571"
"40358","ENSMUSG00000102559.1","Gm37570"
"40359","ENSMUSG00000102561.1","Gm37039"
"40360","ENSMUSG00000102562.1","Gm37694"
"40361","ENSMUSG00000102563.1","Gm37695"
"40362","ENSMUSG00000102564.1","Gm37035"
"40363","ENSMUSG00000102565.1","Gm37036"
"40364","ENSMUSG00000102566.1","Gm37037"
"40365","ENSMUSG00000102568.1","Gm37040"
"40366","ENSMUSG00000102569.1","Gm37041"
"40367","ENSMUSG00000102570.1","Gm37968"
"40368","ENSMUSG00000102571.1","Gm37967"
"40369","ENSMUSG00000102572.1","Gm37966"
"40370","ENSMUSG00000102573.1","Gm7265"
"40371","ENSMUSG00000102574.1","Gm33206"
"40372","ENSMUSG00000102575.1","Gm37241"
"40373","ENSMUSG00000102576.5","Gm37875"
"40374","ENSMUSG00000102577.1","Gm37969"
"40375","ENSMUSG00000102578.1","Gm10576"
"40376","ENSMUSG00000102579.1","Gm37965"
"40377","ENSMUSG00000102580.1","Gm37442"
"40378","ENSMUSG00000102581.1","Gm37443"
"40379","ENSMUSG00000102582.1","Gm37440"
"40380","ENSMUSG00000102583.1","Gm37441"
"40381","ENSMUSG00000102584.1","Gm37438"
"40382","ENSMUSG00000102585.1","Gm37439"
"40383","ENSMUSG00000102586.5","Gm38003"
"40384","ENSMUSG00000102587.1","Ighv1-13"
"40385","ENSMUSG00000102588.1","Gm37444"
"40386","ENSMUSG00000102589.1","Gm37445"
"40387","ENSMUSG00000102590.1","Mannr"
"40388","ENSMUSG00000102591.1","Gm38383"
"40389","ENSMUSG00000102592.1","Gm38385"
"40390","ENSMUSG00000102593.1","Gm38384"
"40391","ENSMUSG00000102594.1","Gm38381"
"40392","ENSMUSG00000102595.1","Gm30097"
"40393","ENSMUSG00000102596.1","Gm20203"
"40394","ENSMUSG00000102597.1","Gm38382"
"40395","ENSMUSG00000102598.1","Gm35670"
"40396","ENSMUSG00000102599.1","Gm38386"
"40397","ENSMUSG00000102600.1","Gm37266"
"40398","ENSMUSG00000102601.1","Ighv3-7"
"40399","ENSMUSG00000102602.1","A930004J17Rik"
"40400","ENSMUSG00000102603.2","Olfr431-ps1"
"40401","ENSMUSG00000102605.1","Gm37264"
"40402","ENSMUSG00000102606.1","Rpl21-ps1"
"40403","ENSMUSG00000102607.1","Gm37265"
"40404","ENSMUSG00000102608.1","Gm37267"
"40405","ENSMUSG00000102609.1","Gm18432"
"40406","ENSMUSG00000102610.1","Gm37846"
"40407","ENSMUSG00000102611.1","Gm37847"
"40408","ENSMUSG00000102612.1","Gm37845"
"40409","ENSMUSG00000102613.1","Gm20836"
"40410","ENSMUSG00000102614.1","Gm37843"
"40411","ENSMUSG00000102615.1","Gm37844"
"40412","ENSMUSG00000102616.1","Gm37841"
"40413","ENSMUSG00000102617.1","Gm37842"
"40414","ENSMUSG00000102618.1","Gm37848"
"40415","ENSMUSG00000102619.1","Gm37849"
"40416","ENSMUSG00000102620.1","Gm37675"
"40417","ENSMUSG00000102621.1","Gm37674"
"40418","ENSMUSG00000102622.1","Trbv7"
"40419","ENSMUSG00000102623.1","Gm37673"
"40420","ENSMUSG00000102624.1","Gm37059"
"40421","ENSMUSG00000102625.1","Gm37672"
"40422","ENSMUSG00000102626.1","Gm18553"
"40423","ENSMUSG00000102627.1","Snurf"
"40424","ENSMUSG00000102628.1","Gm37671"
"40425","ENSMUSG00000102629.1","Gm29999"
"40426","ENSMUSG00000102630.1","Gm37289"
"40427","ENSMUSG00000102632.1","Gm37786"
"40428","ENSMUSG00000102633.1","Gm38224"
"40429","ENSMUSG00000102634.1","Gm38225"
"40430","ENSMUSG00000102635.1","Gm36638"
"40431","ENSMUSG00000102636.1","Gm31466"
"40432","ENSMUSG00000102637.1","Gm8684"
"40433","ENSMUSG00000102639.1","Gm38223"
"40434","ENSMUSG00000102641.1","Ighv1-3"
"40435","ENSMUSG00000102642.1","A130048G24Rik"
"40436","ENSMUSG00000102643.1","Gm37547"
"40437","ENSMUSG00000102644.5","Thap6"
"40438","ENSMUSG00000102645.1","Ighv5-5"
"40439","ENSMUSG00000102646.1","Gm19694"
"40440","ENSMUSG00000102647.1","Gm38024"
"40441","ENSMUSG00000102648.1","Gm38022"
"40442","ENSMUSG00000102649.1","Gm38021"
"40443","ENSMUSG00000102650.1","Gm19863"
"40444","ENSMUSG00000102651.1","Gm37080"
"40445","ENSMUSG00000102652.1","Gm37078"
"40446","ENSMUSG00000102653.1","Gm37079"
"40447","ENSMUSG00000102654.1","Ighv1-21"
"40448","ENSMUSG00000102655.1","Gm37081"
"40449","ENSMUSG00000102656.1","Ighv1-32"
"40450","ENSMUSG00000102657.1","Gm37899"
"40451","ENSMUSG00000102658.1","Gm37076"
"40452","ENSMUSG00000102659.1","Gm37077"
"40453","ENSMUSG00000102660.1","Gm38378"
"40454","ENSMUSG00000102661.1","Gm34816"
"40455","ENSMUSG00000102662.1","Gm38377"
"40456","ENSMUSG00000102663.1","Gm6631"
"40457","ENSMUSG00000102664.1","Gm38380"
"40458","ENSMUSG00000102665.1","Gm38379"
"40459","ENSMUSG00000102666.1","Gm8599"
"40460","ENSMUSG00000102667.1","Gm19901"
"40461","ENSMUSG00000102668.1","Gm29866"
"40462","ENSMUSG00000102670.1","Gm37436"
"40463","ENSMUSG00000102672.1","Gm37105"
"40464","ENSMUSG00000102673.1","Gm37437"
"40465","ENSMUSG00000102674.1","8030442B05Rik"
"40466","ENSMUSG00000102676.1","Gm37435"
"40467","ENSMUSG00000102677.1","4930535E02Rik"
"40468","ENSMUSG00000102678.1","Ighv1-21-1"
"40469","ENSMUSG00000102679.1","Gm20557"
"40470","ENSMUSG00000102680.1","Gm37222"
"40471","ENSMUSG00000102681.1","Gm37221"
"40472","ENSMUSG00000102682.5","Gm37223"
"40473","ENSMUSG00000102683.1","Gm37375"
"40474","ENSMUSG00000102684.1","Gm37374"
"40475","ENSMUSG00000102685.1","Gm37373"
"40476","ENSMUSG00000102686.1","Gm37220"
"40477","ENSMUSG00000102687.1","Gm37219"
"40478","ENSMUSG00000102688.1","Gm37218"
"40479","ENSMUSG00000102689.1","Gm37217"
"40480","ENSMUSG00000102690.1","Gm37779"
"40481","ENSMUSG00000102691.1","Gm37780"
"40482","ENSMUSG00000102692.1","Dchs2"
"40483","ENSMUSG00000102693.1","4933401J01Rik"
"40484","ENSMUSG00000102694.1","Gm37496"
"40485","ENSMUSG00000102696.1","Gm37778"
"40486","ENSMUSG00000102697.1","Pcdhac2"
"40487","ENSMUSG00000102698.1","Gm37777"
"40488","ENSMUSG00000102699.1","4930433B08Rik"
"40489","ENSMUSG00000102700.1","Gm38312"
"40490","ENSMUSG00000102701.1","9430083B18Rik"
"40491","ENSMUSG00000102702.1","Gm37260"
"40492","ENSMUSG00000102703.1","Gm38313"
"40493","ENSMUSG00000102704.1","Gm38309"
"40494","ENSMUSG00000102705.2","4632432E15Rik"
"40495","ENSMUSG00000102706.1","Gm7417"
"40496","ENSMUSG00000102707.1","Gm38311"
"40497","ENSMUSG00000102709.1","Gm38308"
"40498","ENSMUSG00000102710.1","Gm4857"
"40499","ENSMUSG00000102712.1","Gm37758"
"40500","ENSMUSG00000102713.1","Gm29994"
"40501","ENSMUSG00000102714.1","Gm37618"
"40502","ENSMUSG00000102715.1","Gm6209"
"40503","ENSMUSG00000102716.1","Gm5099"
"40504","ENSMUSG00000102717.1","Gm37759"
"40505","ENSMUSG00000102718.1","Gm37761"
"40506","ENSMUSG00000102719.1","Gm37760"
"40507","ENSMUSG00000102721.1","A630081D01Rik"
"40508","ENSMUSG00000102722.1","Gm37935"
"40509","ENSMUSG00000102723.1","Gm37936"
"40510","ENSMUSG00000102725.2","Gm37939"
"40511","ENSMUSG00000102726.1","Gm37937"
"40512","ENSMUSG00000102728.1","Gm37934"
"40513","ENSMUSG00000102729.1","Gm32444"
"40514","ENSMUSG00000102730.1","Gm38138"
"40515","ENSMUSG00000102731.1","Gm38261"
"40516","ENSMUSG00000102732.1","Gm37342"
"40517","ENSMUSG00000102733.1","Gm38262"
"40518","ENSMUSG00000102734.1","Gm37343"
"40519","ENSMUSG00000102735.1","Gm7369"
"40520","ENSMUSG00000102737.1","1700016A09Rik"
"40521","ENSMUSG00000102738.1","1700006P03Rik"
"40522","ENSMUSG00000102739.1","Gm20772"
"40523","ENSMUSG00000102740.1","Gm37599"
"40524","ENSMUSG00000102741.1","Gm2979"
"40525","ENSMUSG00000102742.1","Pcdhga11"
"40526","ENSMUSG00000102743.1","Gm38108"
"40527","ENSMUSG00000102744.1","5830444F18Rik"
"40528","ENSMUSG00000102745.1","Gm37600"
"40529","ENSMUSG00000102746.1","Gm37601"
"40530","ENSMUSG00000102747.1","Gm37602"
"40531","ENSMUSG00000102748.1","Pcdhgb2"
"40532","ENSMUSG00000102749.1","Gm37598"
"40533","ENSMUSG00000102750.1","Gm37058"
"40534","ENSMUSG00000102751.1","Gm37057"
"40535","ENSMUSG00000102752.1","Gm7694"
"40536","ENSMUSG00000102753.1","Gm37056"
"40537","ENSMUSG00000102754.1","Gm38183"
"40538","ENSMUSG00000102755.1","Gm37055"
"40539","ENSMUSG00000102756.1","Gm37054"
"40540","ENSMUSG00000102757.1","Gm2756"
"40541","ENSMUSG00000102758.3","Naaladl2"
"40542","ENSMUSG00000102759.1","Gm10463"
"40543","ENSMUSG00000102760.1","Gm37258"
"40544","ENSMUSG00000102761.1","Gm37184"
"40545","ENSMUSG00000102762.1","4930403P22Rik"
"40546","ENSMUSG00000102763.1","Gm37257"
"40547","ENSMUSG00000102764.1","Gm37183"
"40548","ENSMUSG00000102765.1","Ighv1-62"
"40549","ENSMUSG00000102766.1","Gm6420"
"40550","ENSMUSG00000102768.1","Gm19002"
"40551","ENSMUSG00000102769.1","Gm37185"
"40552","ENSMUSG00000102770.1","Gm38163"
"40553","ENSMUSG00000102771.1","Gm33320"
"40554","ENSMUSG00000102772.5","Gm32114"
"40555","ENSMUSG00000102773.1","Ighv1-17-1"
"40556","ENSMUSG00000102774.1","Gm9748"
"40557","ENSMUSG00000102775.1","Gm38160"
"40558","ENSMUSG00000102776.1","Gm38162"
"40559","ENSMUSG00000102777.1","Gm38161"
"40560","ENSMUSG00000102778.1","Gm38165"
"40561","ENSMUSG00000102779.1","Gm38164"
"40562","ENSMUSG00000102780.1","Gm38253"
"40563","ENSMUSG00000102782.1","Gm37625"
"40564","ENSMUSG00000102783.1","Gm38254"
"40565","ENSMUSG00000102784.1","Gm38251"
"40566","ENSMUSG00000102785.5","Gm2447"
"40567","ENSMUSG00000102786.1","Gm38252"
"40568","ENSMUSG00000102787.5","Gm30174"
"40569","ENSMUSG00000102788.1","Gm38255"
"40570","ENSMUSG00000102789.1","Gm38256"
"40571","ENSMUSG00000102790.1","Gm37272"
"40572","ENSMUSG00000102791.1","Gm37709"
"40573","ENSMUSG00000102792.1","Gm32175"
"40574","ENSMUSG00000102793.1","Gm37708"
"40575","ENSMUSG00000102794.1","Gm37712"
"40576","ENSMUSG00000102795.1","Gm6236"
"40577","ENSMUSG00000102796.1","Gm37711"
"40578","ENSMUSG00000102797.1","Gm37710"
"40579","ENSMUSG00000102799.1","Gm32295"
"40580","ENSMUSG00000102800.1","Gm37479"
"40581","ENSMUSG00000102801.1","Gm37478"
"40582","ENSMUSG00000102802.3","Mgam2-ps"
"40583","ENSMUSG00000102803.1","Gm37477"
"40584","ENSMUSG00000102804.1","Gm37481"
"40585","ENSMUSG00000102805.5","Gm37240"
"40586","ENSMUSG00000102806.1","Ighv1-19-1"
"40587","ENSMUSG00000102807.1","Gm37480"
"40588","ENSMUSG00000102808.1","5430420F09Rik"
"40589","ENSMUSG00000102809.1","Gm8643"
"40590","ENSMUSG00000102810.1","Gm37815"
"40591","ENSMUSG00000102813.1","Gm37795"
"40592","ENSMUSG00000102814.1","Gm37812"
"40593","ENSMUSG00000102815.1","Gm37813"
"40594","ENSMUSG00000102816.1","Gm37814"
"40595","ENSMUSG00000102817.2","Gm6185"
"40596","ENSMUSG00000102818.1","Gm37796"
"40597","ENSMUSG00000102819.1","Gm37817"
"40598","ENSMUSG00000102820.1","Gm38353"
"40599","ENSMUSG00000102821.1","Trbv8"
"40600","ENSMUSG00000102822.1","1700113B19Rik"
"40601","ENSMUSG00000102824.1","Pdcd5-ps"
"40602","ENSMUSG00000102825.1","Gm36990"
"40603","ENSMUSG00000102826.1","Gm38181"
"40604","ENSMUSG00000102827.1","Gm8242"
"40605","ENSMUSG00000102828.5","Gm38182"
"40606","ENSMUSG00000102830.1","Gm37012"
"40607","ENSMUSG00000102831.1","Gm37382"
"40608","ENSMUSG00000102832.1","Gm5190"
"40609","ENSMUSG00000102833.1","Gm9694"
"40610","ENSMUSG00000102834.2","1700029B24Rik"
"40611","ENSMUSG00000102835.5","Gm37572"
"40612","ENSMUSG00000102836.1","Gm37013"
"40613","ENSMUSG00000102837.1","Gm37383"
"40614","ENSMUSG00000102838.1","Gm37014"
"40615","ENSMUSG00000102839.1","Gm37385"
"40616","ENSMUSG00000102840.1","Gm38037"
"40617","ENSMUSG00000102841.1","Gm38036"
"40618","ENSMUSG00000102842.1","Gm38035"
"40619","ENSMUSG00000102844.1","Gm38034"
"40620","ENSMUSG00000102845.1","Gm38033"
"40621","ENSMUSG00000102846.1","Gm10292"
"40622","ENSMUSG00000102847.1","Gm34274"
"40623","ENSMUSG00000102848.1","Ighv5-7"
"40624","ENSMUSG00000102849.1","Gm37658"
"40625","ENSMUSG00000102850.1","Gm37082"
"40626","ENSMUSG00000102851.1","Gm18956"
"40627","ENSMUSG00000102852.1","Gm37083"
"40628","ENSMUSG00000102853.1","Gm7270"
"40629","ENSMUSG00000102854.1","C130023A14Rik"
"40630","ENSMUSG00000102855.1","Gm38002"
"40631","ENSMUSG00000102856.1","Gm37084"
"40632","ENSMUSG00000102857.1","Gm37085"
"40633","ENSMUSG00000102858.1","Gm37086"
"40634","ENSMUSG00000102859.1","Gm8625"
"40635","ENSMUSG00000102860.1","Gm37638"
"40636","ENSMUSG00000102861.1","Gm37637"
"40637","ENSMUSG00000102862.1","Gm37640"
"40638","ENSMUSG00000102863.1","Gm37639"
"40639","ENSMUSG00000102864.1","Gm37634"
"40640","ENSMUSG00000102865.1","Gm9839"
"40641","ENSMUSG00000102866.1","Gm37636"
"40642","ENSMUSG00000102867.1","Gm37635"
"40643","ENSMUSG00000102868.1","Gm37633"
"40644","ENSMUSG00000102869.2","2900097C17Rik"
"40645","ENSMUSG00000102870.1","Gm17868"
"40646","ENSMUSG00000102871.1","Gm37143"
"40647","ENSMUSG00000102872.1","Gm38195"
"40648","ENSMUSG00000102874.1","Gm37137"
"40649","ENSMUSG00000102875.1","Gm37139"
"40650","ENSMUSG00000102876.1","Gm37136"
"40651","ENSMUSG00000102877.1","Gm38314"
"40652","ENSMUSG00000102878.1","Ighv2-8"
"40653","ENSMUSG00000102879.1","Gm37135"
"40654","ENSMUSG00000102880.1","4930517J16Rik"
"40655","ENSMUSG00000102881.1","Gm3807"
"40656","ENSMUSG00000102882.1","Gm2065"
"40657","ENSMUSG00000102883.1","Gm37279"
"40658","ENSMUSG00000102884.1","Gm37281"
"40659","ENSMUSG00000102885.1","Gm37280"
"40660","ENSMUSG00000102886.1","Gm30667"
"40661","ENSMUSG00000102887.1","Gm10857"
"40662","ENSMUSG00000102888.1","Ighv1-11"
"40663","ENSMUSG00000102889.1","Gm37282"
"40664","ENSMUSG00000102890.1","Gm7626"
"40665","ENSMUSG00000102891.1","Gm19114"
"40666","ENSMUSG00000102892.1","Gm37854"
"40667","ENSMUSG00000102893.1","Gm37855"
"40668","ENSMUSG00000102894.1","Gm37851"
"40669","ENSMUSG00000102895.1","5830415G21Rik"
"40670","ENSMUSG00000102896.1","Gm37852"
"40671","ENSMUSG00000102897.1","Gm37853"
"40672","ENSMUSG00000102899.1","Gm37850"
"40673","ENSMUSG00000102900.1","Gm37811"
"40674","ENSMUSG00000102901.1","Ighv5-1"
"40675","ENSMUSG00000102902.1","Gm38263"
"40676","ENSMUSG00000102903.1","Trbv11"
"40677","ENSMUSG00000102904.1","Gm38265"
"40678","ENSMUSG00000102905.1","Gm38266"
"40679","ENSMUSG00000102906.1","Gm20858"
"40680","ENSMUSG00000102907.1","Gm38264"
"40681","ENSMUSG00000102908.1","Gm7558"
