"","gene_id","gene_symbol"
"40682","ENSMUSG00000102909.1","Gm2453"
"40683","ENSMUSG00000102910.1","Gm37722"
"40684","ENSMUSG00000102911.1","Gm38017"
"40685","ENSMUSG00000102912.1","Gm20731"
"40686","ENSMUSG00000102913.1","Gm37723"
"40687","ENSMUSG00000102914.1","Gm35106"
"40688","ENSMUSG00000102915.1","Gm32460"
"40689","ENSMUSG00000102916.1","Gm37725"
"40690","ENSMUSG00000102917.1","Gm37724"
"40691","ENSMUSG00000102918.1","Pcdhgc3"
"40692","ENSMUSG00000102919.1","Gm37726"
"40693","ENSMUSG00000102920.1","Olfr416-ps1"
"40694","ENSMUSG00000102921.1","Gm37153"
"40695","ENSMUSG00000102922.1","Gm34176"
"40696","ENSMUSG00000102923.1","Gm31728"
"40697","ENSMUSG00000102925.1","Gm37150"
"40698","ENSMUSG00000102926.1","Gm37151"
"40699","ENSMUSG00000102927.1","Gm37152"
"40700","ENSMUSG00000102928.1","Ighv1-46"
"40701","ENSMUSG00000102929.1","Gm37154"
"40702","ENSMUSG00000102930.1","Gm38115"
"40703","ENSMUSG00000102931.1","Gm38114"
"40704","ENSMUSG00000102932.1","Gm38113"
"40705","ENSMUSG00000102933.1","Gm9116"
"40706","ENSMUSG00000102934.1","Gm38117"
"40707","ENSMUSG00000102935.1","Gm38355"
"40708","ENSMUSG00000102936.1","Gm35584"
"40709","ENSMUSG00000102937.1","Gm38116"
"40710","ENSMUSG00000102939.1","Gm38111"
"40711","ENSMUSG00000102940.1","Gm37551"
"40712","ENSMUSG00000102941.1","Gm37552"
"40713","ENSMUSG00000102942.1","Ighv1-33"
"40714","ENSMUSG00000102943.1","Gm37550"
"40715","ENSMUSG00000102945.1","Gm37884"
"40716","ENSMUSG00000102946.2","Gm37883"
"40717","ENSMUSG00000102948.1","Gm6101"
"40718","ENSMUSG00000102949.1","Gm37882"
"40719","ENSMUSG00000102950.1","Gm37018"
"40720","ENSMUSG00000102951.1","Gm37216"
"40721","ENSMUSG00000102952.1","Ighv1-25"
"40722","ENSMUSG00000102953.1","Gm37019"
"40723","ENSMUSG00000102955.1","Trbv24"
"40724","ENSMUSG00000102956.1","Gm37017"
"40725","ENSMUSG00000102957.1","Gm21065"
"40726","ENSMUSG00000102958.1","Gm37016"
"40727","ENSMUSG00000102959.1","Gm37015"
"40728","ENSMUSG00000102960.1","Gm37943"
"40729","ENSMUSG00000102961.1","Gm19918"
"40730","ENSMUSG00000102962.1","Gm37944"
"40731","ENSMUSG00000102963.1","Gm37945"
"40732","ENSMUSG00000102964.1","9430034N14Rik"
"40733","ENSMUSG00000102965.1","Gm20926"
"40734","ENSMUSG00000102966.1","Gm31123"
"40735","ENSMUSG00000102967.1","Gm37946"
"40736","ENSMUSG00000102968.5","Gm35070"
"40737","ENSMUSG00000102969.1","Gm33366"
"40738","ENSMUSG00000102970.1","Gm37349"
"40739","ENSMUSG00000102971.1","A730062M13Rik"
"40740","ENSMUSG00000102972.1","Gm37348"
"40741","ENSMUSG00000102973.1","E430014B02Rik"
"40742","ENSMUSG00000102975.1","Gm37347"
"40743","ENSMUSG00000102976.6","Zc3h11a"
"40744","ENSMUSG00000102977.5","Gm37346"
"40745","ENSMUSG00000102979.1","Gm37350"
"40746","ENSMUSG00000102980.1","Gm38321"
"40747","ENSMUSG00000102981.1","Gm38322"
"40748","ENSMUSG00000102982.1","Gm38319"
"40749","ENSMUSG00000102983.1","Gm38320"
"40750","ENSMUSG00000102984.1","Gm34727"
"40751","ENSMUSG00000102985.1","4930456G14Rik"
"40752","ENSMUSG00000102986.1","Gm38323"
"40753","ENSMUSG00000102987.1","Gm38324"
"40754","ENSMUSG00000102988.1","Trbv22"
"40755","ENSMUSG00000102989.1","Gm38318"
"40756","ENSMUSG00000102990.1","Gm37764"
"40757","ENSMUSG00000102991.1","Ighv1-40"
"40758","ENSMUSG00000102992.1","Gm37766"
"40759","ENSMUSG00000102993.1","Gm37765"
"40760","ENSMUSG00000102994.1","Gm37767"
"40761","ENSMUSG00000102995.1","A330074H02Rik"
"40762","ENSMUSG00000102997.1","Gm17244"
"40763","ENSMUSG00000102998.1","Gm37763"
"40764","ENSMUSG00000102999.1","Gm37762"
"40765","ENSMUSG00000103000.1","Gm37900"
"40766","ENSMUSG00000103001.1","A930005N03Rik"
"40767","ENSMUSG00000103002.1","Gm38075"
"40768","ENSMUSG00000103003.1","Gm38076"
"40769","ENSMUSG00000103004.1","2900002M20Rik"
"40770","ENSMUSG00000103005.1","Gm37898"
"40771","ENSMUSG00000103006.1","4933417C20Rik"
"40772","ENSMUSG00000103007.1","Gm20690"
"40773","ENSMUSG00000103008.1","Gm36468"
"40774","ENSMUSG00000103009.1","Gm4430"
"40775","ENSMUSG00000103010.1","Gm37504"
"40776","ENSMUSG00000103011.1","Gm8860"
"40777","ENSMUSG00000103012.1","Gm37548"
"40778","ENSMUSG00000103013.1","Gm37503"
"40779","ENSMUSG00000103015.1","Gm37549"
"40780","ENSMUSG00000103016.1","Gm37506"
"40781","ENSMUSG00000103017.1","Gm37505"
"40782","ENSMUSG00000103018.1","Gm17968"
"40783","ENSMUSG00000103020.1","Gm37681"
"40784","ENSMUSG00000103021.1","Gm37682"
"40785","ENSMUSG00000103023.1","Gm20910"
"40786","ENSMUSG00000103024.1","Gm37685"
"40787","ENSMUSG00000103025.1","Gm37686"
"40788","ENSMUSG00000103026.1","Gm31326"
"40789","ENSMUSG00000103027.1","Gm37684"
"40790","ENSMUSG00000103028.1","Gm8747"
"40791","ENSMUSG00000103029.5","Gm37687"
"40792","ENSMUSG00000103030.1","E330011M16Rik"
"40793","ENSMUSG00000103031.1","Gm29950"
"40794","ENSMUSG00000103032.1","Gm37121"
"40795","ENSMUSG00000103033.1","Ighv5-12-4"
"40796","ENSMUSG00000103034.1","Gm8797"
"40797","ENSMUSG00000103035.1","Gm37122"
"40798","ENSMUSG00000103037.1","Pcdhgb1"
"40799","ENSMUSG00000103038.1","Gm37124"
"40800","ENSMUSG00000103039.1","Gm37123"
"40801","ENSMUSG00000103041.1","Gm37305"
"40802","ENSMUSG00000103042.1","Gm2719"
"40803","ENSMUSG00000103043.1","Gm37306"
"40804","ENSMUSG00000103044.1","Gm37307"
"40805","ENSMUSG00000103045.1","Gm37308"
"40806","ENSMUSG00000103046.1","Gm37309"
"40807","ENSMUSG00000103047.1","Gm37310"
"40808","ENSMUSG00000103049.1","Gm37311"
"40809","ENSMUSG00000103050.1","Gm38273"
"40810","ENSMUSG00000103051.1","Gm7871"
"40811","ENSMUSG00000103052.1","Gm38272"
"40812","ENSMUSG00000103053.1","Gm38271"
"40813","ENSMUSG00000103054.1","Gm38270"
"40814","ENSMUSG00000103055.1","Gm38269"
"40815","ENSMUSG00000103056.1","Gm38268"
"40816","ENSMUSG00000103058.1","Gm21845"
"40817","ENSMUSG00000103059.1","Gm18186"
"40818","ENSMUSG00000103060.1","Gm36969"
"40819","ENSMUSG00000103061.1","Gm36970"
"40820","ENSMUSG00000103062.1","Gm37200"
"40821","ENSMUSG00000103063.1","Gm33163"
"40822","ENSMUSG00000103064.1","Gm36968"
"40823","ENSMUSG00000103065.1","Gm20236"
"40824","ENSMUSG00000103066.1","Gm36967"
"40825","ENSMUSG00000103067.1","Gm30414"
"40826","ENSMUSG00000103069.1","Gm36966"
"40827","ENSMUSG00000103070.1","Gm37903"
"40828","ENSMUSG00000103071.1","Gm38110"
"40829","ENSMUSG00000103072.1","Gm37905"
"40830","ENSMUSG00000103073.1","Gm37904"
"40831","ENSMUSG00000103074.1","Gm20925"
"40832","ENSMUSG00000103075.1","Gm38109"
"40833","ENSMUSG00000103076.1","Gm37902"
"40834","ENSMUSG00000103077.5","Gm38371"
"40835","ENSMUSG00000103078.1","Gm37901"
"40836","ENSMUSG00000103079.1","Gm36307"
"40837","ENSMUSG00000103080.1","Gm38123"
"40838","ENSMUSG00000103081.3","Pcdhgb8"
"40839","ENSMUSG00000103082.1","Gm38124"
"40840","ENSMUSG00000103083.1","A630035G10Rik"
"40841","ENSMUSG00000103084.1","Gm38119"
"40842","ENSMUSG00000103085.1","Gm38120"
"40843","ENSMUSG00000103086.1","Gm38121"
"40844","ENSMUSG00000103087.1","Gm38122"
"40845","ENSMUSG00000103088.1","Pcdhgb6"
"40846","ENSMUSG00000103089.1","Gm38118"
"40847","ENSMUSG00000103090.1","Gm19214"
"40848","ENSMUSG00000103091.1","Gm37555"
"40849","ENSMUSG00000103092.1","Pcdha5"
"40850","ENSMUSG00000103094.1","Gm37558"
"40851","ENSMUSG00000103095.1","Gm37557"
"40852","ENSMUSG00000103096.1","Gm8022"
"40853","ENSMUSG00000103097.1","Gm37556"
"40854","ENSMUSG00000103098.1","Gm37559"
"40855","ENSMUSG00000103099.1","Gm6074"
"40856","ENSMUSG00000103100.1","Gm37664"
"40857","ENSMUSG00000103101.1","Gm37048"
"40858","ENSMUSG00000103102.1","Gm37049"
"40859","ENSMUSG00000103103.1","4833445I07Rik"
"40860","ENSMUSG00000103105.5","Gm18752"
"40861","ENSMUSG00000103106.1","Gm37047"
"40862","ENSMUSG00000103107.1","Gm9867"
"40863","ENSMUSG00000103108.2","Rncr4"
"40864","ENSMUSG00000103110.1","Gm37586"
"40865","ENSMUSG00000103111.1","Ighv6-1"
"40866","ENSMUSG00000103112.1","Gm38016"
"40867","ENSMUSG00000103113.1","Gm37585"
"40868","ENSMUSG00000103114.1","Gm32200"
"40869","ENSMUSG00000103115.1","Gm37584"
"40870","ENSMUSG00000103116.1","4930539M17Rik"
"40871","ENSMUSG00000103118.1","Gm37582"
"40872","ENSMUSG00000103119.1","Gm37583"
"40873","ENSMUSG00000103120.1","Gm37392"
"40874","ENSMUSG00000103121.1","Ighv15-1"
"40875","ENSMUSG00000103122.1","Gm37391"
"40876","ENSMUSG00000103123.1","Gm37390"
"40877","ENSMUSG00000103124.1","Gm37389"
"40878","ENSMUSG00000103125.1","Gm37388"
"40879","ENSMUSG00000103127.1","Gm37386"
"40880","ENSMUSG00000103129.1","Gm37393"
"40881","ENSMUSG00000103130.1","F830212C03Rik"
"40882","ENSMUSG00000103131.1","Gm37977"
"40883","ENSMUSG00000103132.1","Gm37978"
"40884","ENSMUSG00000103133.1","Gm37303"
"40885","ENSMUSG00000103135.1","Gm37979"
"40886","ENSMUSG00000103136.1","Gm37980"
"40887","ENSMUSG00000103137.1","Gm37981"
"40888","ENSMUSG00000103138.1","Gm2238"
"40889","ENSMUSG00000103139.1","Gm37982"
"40890","ENSMUSG00000103140.1","Gm37495"
"40891","ENSMUSG00000103141.1","Gm37741"
"40892","ENSMUSG00000103142.1","Gm37743"
"40893","ENSMUSG00000103143.1","Gm37742"
"40894","ENSMUSG00000103144.1","Pcdhga1"
"40895","ENSMUSG00000103145.1","Gm37744"
"40896","ENSMUSG00000103146.1","Gm37745"
"40897","ENSMUSG00000103147.1","Gm7341"
"40898","ENSMUSG00000103148.1","Gm37746"
"40899","ENSMUSG00000103149.1","AA914427"
"40900","ENSMUSG00000103150.1","Gm38291"
"40901","ENSMUSG00000103151.1","Gm38292"
"40902","ENSMUSG00000103152.1","Gm8790"
"40903","ENSMUSG00000103153.1","Gm38290"
"40904","ENSMUSG00000103154.1","Gm38295"
"40905","ENSMUSG00000103155.1","Gm8109"
"40906","ENSMUSG00000103156.1","Gm38293"
"40907","ENSMUSG00000103157.1","Gm38294"
"40908","ENSMUSG00000103158.5","Gm31925"
"40909","ENSMUSG00000103159.1","F830112A20Rik"
"40910","ENSMUSG00000103160.1","C130012C08Rik"
"40911","ENSMUSG00000103161.1","Gm38148"
"40912","ENSMUSG00000103162.1","Gm38147"
"40913","ENSMUSG00000103163.1","Gm38146"
"40914","ENSMUSG00000103164.1","Gm38150"
"40915","ENSMUSG00000103165.1","Gm37560"
"40916","ENSMUSG00000103166.1","Gm10537"
"40917","ENSMUSG00000103167.1","Gm38149"
"40918","ENSMUSG00000103168.1","Gm30948"
"40919","ENSMUSG00000103170.1","Gm37170"
"40920","ENSMUSG00000103172.1","Gm37148"
"40921","ENSMUSG00000103174.1","Gm37168"
"40922","ENSMUSG00000103175.1","Gm37169"
"40923","ENSMUSG00000103176.1","Gm37147"
"40924","ENSMUSG00000103177.1","Gm18427"
"40925","ENSMUSG00000103178.1","Fgfr3-ps"
"40926","ENSMUSG00000103179.1","Gm37171"
"40927","ENSMUSG00000103180.1","Gm37089"
"40928","ENSMUSG00000103181.1","A330069K06Rik"
"40929","ENSMUSG00000103182.1","Gm37091"
"40930","ENSMUSG00000103183.1","Gm37090"
"40931","ENSMUSG00000103184.1","Ighv5-13"
"40932","ENSMUSG00000103185.1","Ighv5-11"
"40933","ENSMUSG00000103186.1","Gm37088"
"40934","ENSMUSG00000103187.1","Gm37087"
"40935","ENSMUSG00000103188.1","Gm37093"
"40936","ENSMUSG00000103189.1","Gm37092"
"40937","ENSMUSG00000103190.5","Gm34716"
"40938","ENSMUSG00000103191.1","Gm37646"
"40939","ENSMUSG00000103192.1","Gm37645"
"40940","ENSMUSG00000103193.1","Gm19066"
"40941","ENSMUSG00000103194.1","Gm37643"
"40942","ENSMUSG00000103195.1","Gm37644"
"40943","ENSMUSG00000103196.1","Gm37641"
"40944","ENSMUSG00000103197.1","Gm37642"
"40945","ENSMUSG00000103198.1","Gm9136"
"40946","ENSMUSG00000103199.1","Gm37648"
"40947","ENSMUSG00000103200.1","Gm37328"
"40948","ENSMUSG00000103201.1","Gm37329"
"40949","ENSMUSG00000103202.1","Gm37326"
"40950","ENSMUSG00000103203.1","Gm37327"
"40951","ENSMUSG00000103204.1","Gm38139"
"40952","ENSMUSG00000103206.1","Gm8515"
"40953","ENSMUSG00000103207.1","Gm9874"
"40954","ENSMUSG00000103208.1","Gm37330"
"40955","ENSMUSG00000103209.1","Gm37331"
"40956","ENSMUSG00000103210.1","Gm5852"
"40957","ENSMUSG00000103211.1","Gm38288"
"40958","ENSMUSG00000103213.1","Gm38289"
"40959","ENSMUSG00000103214.1","Gm38286"
"40960","ENSMUSG00000103215.1","Gm38388"
"40961","ENSMUSG00000103216.1","Gm37248"
"40962","ENSMUSG00000103217.1","Gm38287"
"40963","ENSMUSG00000103218.1","Gm7270"
"40964","ENSMUSG00000103219.1","Gm37787"
"40965","ENSMUSG00000103220.1","Gm37728"
"40966","ENSMUSG00000103221.1","Sprr2c-ps"
"40967","ENSMUSG00000103222.1","Gm37729"
"40968","ENSMUSG00000103223.1","Gm37730"
"40969","ENSMUSG00000103224.1","Gm2077"
"40970","ENSMUSG00000103225.1","Gm37731"
"40971","ENSMUSG00000103226.1","Gm37732"
"40972","ENSMUSG00000103227.1","Gm37733"
"40973","ENSMUSG00000103228.1","Gm37727"
"40974","ENSMUSG00000103230.1","Gm17970"
"40975","ENSMUSG00000103231.1","Gm21907"
"40976","ENSMUSG00000103232.1","Gm37160"
"40977","ENSMUSG00000103233.1","Gm37159"
"40978","ENSMUSG00000103234.1","Gm37158"
"40979","ENSMUSG00000103236.1","Gm37157"
"40980","ENSMUSG00000103237.1","Gm18547"
"40981","ENSMUSG00000103238.1","Gm36527"
"40982","ENSMUSG00000103239.1","Gm37155"
"40983","ENSMUSG00000103240.1","Gm37976"
"40984","ENSMUSG00000103241.1","Gm38089"
"40985","ENSMUSG00000103242.1","Gm34767"
"40986","ENSMUSG00000103243.1","Lce1d"
"40987","ENSMUSG00000103244.1","Gm38092"
"40988","ENSMUSG00000103245.1","Gm2071"
"40989","ENSMUSG00000103246.1","Gm38090"
"40990","ENSMUSG00000103247.1","Gm38091"
"40991","ENSMUSG00000103248.1","Gm38087"
"40992","ENSMUSG00000103249.1","Gm38088"
"40993","ENSMUSG00000103250.1","Gm32180"
"40994","ENSMUSG00000103251.1","Gm37519"
"40995","ENSMUSG00000103252.1","Gm37521"
"40996","ENSMUSG00000103253.1","Gm37520"
"40997","ENSMUSG00000103254.1","Ighv1-15"
"40998","ENSMUSG00000103255.1","Pcdhac1"
"40999","ENSMUSG00000103256.1","Gm37647"
"41000","ENSMUSG00000103257.1","Gm7977"
"41001","ENSMUSG00000103258.1","Gm37518"
"41002","ENSMUSG00000103259.1","2610105M22Rik"
"41003","ENSMUSG00000103260.1","Gm8146"
"41004","ENSMUSG00000103261.1","Gm36981"
"41005","ENSMUSG00000103262.1","Ighv5-8"
"41006","ENSMUSG00000103263.1","Gm36982"
"41007","ENSMUSG00000103264.1","Gm30341"
"41008","ENSMUSG00000103265.1","Gm2053"
"41009","ENSMUSG00000103266.1","Gm36979"
"41010","ENSMUSG00000103267.1","Gm36980"
"41011","ENSMUSG00000103269.1","Gm36978"
"41012","ENSMUSG00000103270.1","Gm37915"
"41013","ENSMUSG00000103271.1","Ighv4-2"
"41014","ENSMUSG00000103272.1","Gm37914"
"41015","ENSMUSG00000103273.1","Gm37913"
"41016","ENSMUSG00000103274.1","Gm37918"
"41017","ENSMUSG00000103275.1","Gm36983"
"41018","ENSMUSG00000103276.1","Gm37917"
"41019","ENSMUSG00000103277.1","Gm37916"
"41020","ENSMUSG00000103279.1","Gm3351"
"41021","ENSMUSG00000103280.1","Gm37277"
"41022","ENSMUSG00000103281.1","Gm37278"
"41023","ENSMUSG00000103282.1","Gm37275"
"41024","ENSMUSG00000103284.1","3110080O07Rik"
"41025","ENSMUSG00000103285.1","Gm37274"
"41026","ENSMUSG00000103286.1","Gm5850"
"41027","ENSMUSG00000103287.1","1700034J04Rik"
"41028","ENSMUSG00000103288.1","Gm37273"
"41029","ENSMUSG00000103289.1","Gm31256"
"41030","ENSMUSG00000103290.1","Ighv1-23"
"41031","ENSMUSG00000103291.1","Gm38235"
"41032","ENSMUSG00000103292.1","Gm35048"
"41033","ENSMUSG00000103293.1","Gm5842"
"41034","ENSMUSG00000103294.1","Gm38233"
"41035","ENSMUSG00000103295.1","Scp2-ps1"
"41036","ENSMUSG00000103296.1","Gm38234"
"41037","ENSMUSG00000103297.1","Ighv3-2"
"41038","ENSMUSG00000103298.1","Gm38232"
"41039","ENSMUSG00000103299.1","Gm38231"
"41040","ENSMUSG00000103300.1","Ighv1-44"
"41041","ENSMUSG00000103301.1","Gm37804"
"41042","ENSMUSG00000103302.1","Gm37803"
"41043","ENSMUSG00000103303.1","Gm37802"
"41044","ENSMUSG00000103304.1","Gm5979"
"41045","ENSMUSG00000103305.1","Gm34068"
"41046","ENSMUSG00000103306.1","Gm37801"
"41047","ENSMUSG00000103307.1","Gm19335"
"41048","ENSMUSG00000103308.5","Gm37800"
"41049","ENSMUSG00000103309.1","BC037039"
"41050","ENSMUSG00000103310.1","Pcdha12"
"41051","ENSMUSG00000103311.1","Gm38229"
"41052","ENSMUSG00000103312.1","Gm6677"
"41053","ENSMUSG00000103313.1","Gm38357"
"41054","ENSMUSG00000103314.1","Gm38358"
"41055","ENSMUSG00000103315.1","Gm38341"
"41056","ENSMUSG00000103317.1","Gm38359"
"41057","ENSMUSG00000103318.1","Gm38356"
"41058","ENSMUSG00000103320.1","Gm37403"
"41059","ENSMUSG00000103321.1","4933403L11Rik"
"41060","ENSMUSG00000103322.1","Gm37404"
"41061","ENSMUSG00000103323.1","Gm21631"
"41062","ENSMUSG00000103324.1","Gm37402"
"41063","ENSMUSG00000103325.1","Gm10531"
"41064","ENSMUSG00000103327.1","Gm36047"
"41065","ENSMUSG00000103328.1","Gm37406"
"41066","ENSMUSG00000103329.2","Gm42492"
"41067","ENSMUSG00000103330.1","Gm35108"
"41068","ENSMUSG00000103331.1","Gm37995"
"41069","ENSMUSG00000103332.1","Pcdhga2"
"41070","ENSMUSG00000103333.1","Gm37994"
"41071","ENSMUSG00000103334.1","Gm29771"
"41072","ENSMUSG00000103336.1","Gm37993"
"41073","ENSMUSG00000103338.1","Olfr1409-ps1"
"41074","ENSMUSG00000103339.1","Gm37996"
"41075","ENSMUSG00000103340.1","Ighv1-1"
"41076","ENSMUSG00000103341.1","1700051O22Rik"
"41077","ENSMUSG00000103343.1","Gm37052"
"41078","ENSMUSG00000103345.1","Gm10723"
"41079","ENSMUSG00000103346.1","C230057A21Rik"
"41080","ENSMUSG00000103347.1","Gm37734"
"41081","ENSMUSG00000103348.1","Gm37053"
"41082","ENSMUSG00000103349.1","Gm36888"
"41083","ENSMUSG00000103350.1","Tdpoz6"
"41084","ENSMUSG00000103351.1","Gm6350"
"41085","ENSMUSG00000103352.1","Gm38084"
"41086","ENSMUSG00000103353.1","Gm37597"
"41087","ENSMUSG00000103354.1","Gm38083"
"41088","ENSMUSG00000103355.1","Gm2147"
"41089","ENSMUSG00000103356.1","Gm37595"
"41090","ENSMUSG00000103357.1","Gm7804"
"41091","ENSMUSG00000103358.1","Gm37593"
"41092","ENSMUSG00000103360.1","Gm38156"
"41093","ENSMUSG00000103361.1","Gm36928"
"41094","ENSMUSG00000103362.1","Tdpoz2"
"41095","ENSMUSG00000103364.1","Gm38157"
"41096","ENSMUSG00000103365.1","Gm36929"
"41097","ENSMUSG00000103366.1","C630004L07Rik"
"41098","ENSMUSG00000103367.1","Gm38158"
"41099","ENSMUSG00000103368.1","Gm36927"
"41100","ENSMUSG00000103369.1","Gm6546"
"41101","ENSMUSG00000103370.1","Gm37178"
"41102","ENSMUSG00000103371.1","Gm35134"
"41103","ENSMUSG00000103372.1","Gm37237"
"41104","ENSMUSG00000103373.1","Gm37238"
"41105","ENSMUSG00000103374.1","Gm37239"
"41106","ENSMUSG00000103375.1","Gm37181"
"41107","ENSMUSG00000103376.1","Gm37179"
"41108","ENSMUSG00000103377.1","Gm37180"
"41109","ENSMUSG00000103378.1","Gm37176"
"41110","ENSMUSG00000103379.1","Gm37177"
"41111","ENSMUSG00000103380.1","Gm37756"
"41112","ENSMUSG00000103382.1","Gm37755"
"41113","ENSMUSG00000103383.1","Gm37754"
"41114","ENSMUSG00000103384.1","Gm37753"
"41115","ENSMUSG00000103385.1","Gm37752"
"41116","ENSMUSG00000103386.1","Gm37751"
"41117","ENSMUSG00000103387.1","1700030I03Rik"
"41118","ENSMUSG00000103388.1","Gm37581"
"41119","ENSMUSG00000103389.1","Gm37757"
"41120","ENSMUSG00000103390.1","Gm38301"
"41121","ENSMUSG00000103391.1","Gm38302"
"41122","ENSMUSG00000103392.1","Gm38303"
"41123","ENSMUSG00000103393.1","Gm38304"
"41124","ENSMUSG00000103394.1","Gm10152"
"41125","ENSMUSG00000103395.1","Ighv1-27"
"41126","ENSMUSG00000103396.1","Gm38305"
"41127","ENSMUSG00000103397.1","Gm38306"
"41128","ENSMUSG00000103398.1","Gm38307"
"41129","ENSMUSG00000103399.1","Gm29747"
"41130","ENSMUSG00000103400.2","Gm15853"
"41131","ENSMUSG00000103401.1","Gm37929"
"41132","ENSMUSG00000103402.1","Gm37930"
"41133","ENSMUSG00000103403.1","Gm37931"
"41134","ENSMUSG00000103404.1","Gm37932"
"41135","ENSMUSG00000103406.1","Gm5541"
"41136","ENSMUSG00000103407.1","4930540E01Rik"
"41137","ENSMUSG00000103408.1","Gm37933"
"41138","ENSMUSG00000103409.2","Lsmem2"
"41139","ENSMUSG00000103410.1","Gm37341"
"41140","ENSMUSG00000103411.1","Gm18300"
"41141","ENSMUSG00000103412.1","Gm37340"
"41142","ENSMUSG00000103413.1","Gm38389"
"41143","ENSMUSG00000103415.1","Gm37339"
"41144","ENSMUSG00000103416.1","Gm37338"
"41145","ENSMUSG00000103417.1","Gm33112"
"41146","ENSMUSG00000103419.1","Gm29808"
"41147","ENSMUSG00000103420.1","Gm37537"
"41148","ENSMUSG00000103421.1","Golt1a"
"41149","ENSMUSG00000103422.1","Gm37536"
"41150","ENSMUSG00000103423.1","Gm5845"
"41151","ENSMUSG00000103424.1","Gm37535"
"41152","ENSMUSG00000103425.1","Gm37075"
"41153","ENSMUSG00000103426.1","Gm37533"
"41154","ENSMUSG00000103427.1","Gm37534"
"41155","ENSMUSG00000103428.1","Gm20754"
"41156","ENSMUSG00000103430.1","Gm36996"
"41157","ENSMUSG00000103431.5","Gm30686"
"41158","ENSMUSG00000103432.1","6720464F23Rik"
"41159","ENSMUSG00000103433.1","Gm2272"
"41160","ENSMUSG00000103434.1","Gm36993"
"41161","ENSMUSG00000103435.1","Gm36992"
"41162","ENSMUSG00000103436.1","Gm36995"
"41163","ENSMUSG00000103437.1","Gm36994"
"41164","ENSMUSG00000103438.1","Gm36991"
"41165","ENSMUSG00000103439.1","Gm7019"
"41166","ENSMUSG00000103440.1","Gm37131"
"41167","ENSMUSG00000103441.1","7530428D23Rik"
"41168","ENSMUSG00000103442.5","Pcdha1"
"41169","ENSMUSG00000103443.1","Gm37132"
"41170","ENSMUSG00000103444.1","Gm17836"
"41171","ENSMUSG00000103445.1","Gm36948"
"41172","ENSMUSG00000103446.1","Gm38203"
"41173","ENSMUSG00000103448.1","Gm37133"
"41174","ENSMUSG00000103449.1","Gm37134"
"41175","ENSMUSG00000103451.1","Gm33973"
"41176","ENSMUSG00000103452.1","1700008A23Rik"
"41177","ENSMUSG00000103454.1","Gm38098"
"41178","ENSMUSG00000103456.1","Gm38097"
"41179","ENSMUSG00000103457.1","Gm37042"
"41180","ENSMUSG00000103458.1","Gm42416"
"41181","ENSMUSG00000103459.1","Gm38096"
"41182","ENSMUSG00000103460.1","Gm18491"
"41183","ENSMUSG00000103461.1","Gm37616"
"41184","ENSMUSG00000103462.5","Gm32181"
"41185","ENSMUSG00000103463.1","1700063I16Rik"
"41186","ENSMUSG00000103464.1","Gm38246"
"41187","ENSMUSG00000103465.1","Gm37617"
"41188","ENSMUSG00000103466.1","Gm37247"
"41189","ENSMUSG00000103467.1","Gm38245"
"41190","ENSMUSG00000103468.1","Gm21440"
"41191","ENSMUSG00000103469.1","Gm9910"
"41192","ENSMUSG00000103470.1","Gm38184"
"41193","ENSMUSG00000103471.1","Gm17966"
"41194","ENSMUSG00000103472.1","Pcdhga7"
"41195","ENSMUSG00000103473.1","Gm37696"
"41196","ENSMUSG00000103474.1","Gm37252"
"41197","ENSMUSG00000103475.1","Gm37697"
"41198","ENSMUSG00000103476.1","Strit1"
"41199","ENSMUSG00000103477.1","5930409G06Rik"
"41200","ENSMUSG00000103478.1","4930433J02Rik"
"41201","ENSMUSG00000103479.1","Gm37698"
"41202","ENSMUSG00000103481.1","1700016D08Rik"
"41203","ENSMUSG00000103482.1","Gm37999"
"41204","ENSMUSG00000103483.1","Gm20162"
"41205","ENSMUSG00000103484.1","Gm38000"
"41206","ENSMUSG00000103485.1","Gm38001"
"41207","ENSMUSG00000103486.1","Gm10657"
"41208","ENSMUSG00000103487.1","Gm30858"
"41209","ENSMUSG00000103488.1","Gm37997"
"41210","ENSMUSG00000103489.1","Gm37998"
"41211","ENSMUSG00000103491.1","Gm10730"
"41212","ENSMUSG00000103492.1","Gm37412"
"41213","ENSMUSG00000103493.1","Gm37411"
"41214","ENSMUSG00000103494.1","Gm37410"
"41215","ENSMUSG00000103495.1","Gm37409"
"41216","ENSMUSG00000103497.1","Gm37407"
"41217","ENSMUSG00000103498.1","Gm18984"
"41218","ENSMUSG00000103499.5","Gm6558"
"41219","ENSMUSG00000103500.1","Gm38373"
